"ID"|"Line"|"Link"|"Type"|"Message"|"Code"|"Fix 1"|Fix 2"
00163|87|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00163.java#L87"",""Github"")"|argument|incompatible argument for parameter arg0 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):cookieName|NONE
00163|87|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00163.java#L87"",""Github"")"|argument|incompatible argument for parameter arg1 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):rememberMeKey|NONE
00164|89|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00164.java#L89"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|rememberMe.setPath(request.getRequestURI()); // i.e., set path to JUST this servlet|EP-M:HttpServletRequest:getRequestURI()|NONE
00164|91|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00164.java#L91"",""Github"")"|argument|incompatible argument for parameter arg0 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):cookieName|NONE
00164|91|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00164.java#L91"",""Github"")"|argument|incompatible argument for parameter arg1 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):rememberMeKey|NONE
00165|87|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00165.java#L87"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|rememberMe.setPath(request.getRequestURI()); // i.e., set path to JUST this servlet|EP-M:HttpServletRequest:getRequestURI()|NONE
00165|89|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00165.java#L89"",""Github"")"|argument|incompatible argument for parameter arg0 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):cookieName|NONE
00165|89|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00165.java#L89"",""Github"")"|argument|incompatible argument for parameter arg1 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):rememberMeKey|NONE
00166|85|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00166.java#L85"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|rememberMe.setPath(request.getRequestURI()); // i.e., set path to JUST this servlet|EP-M:HttpServletRequest:getRequestURI()|NONE
00166|87|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00166.java#L87"",""Github"")"|argument|incompatible argument for parameter arg0 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):cookieName|NONE
00166|87|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00166.java#L87"",""Github"")"|argument|incompatible argument for parameter arg1 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):rememberMeKey|NONE
00167|91|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00167.java#L91"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|rememberMe.setPath(request.getRequestURI()); // i.e., set path to JUST this servlet|EP-M:HttpServletRequest:getRequestURI()|NONE
00167|93|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00167.java#L93"",""Github"")"|argument|incompatible argument for parameter arg0 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):cookieName|NONE
00167|93|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00167.java#L93"",""Github"")"|argument|incompatible argument for parameter arg1 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):rememberMeKey|NONE
00168|90|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00168.java#L90"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|rememberMe.setPath(request.getRequestURI()); // i.e., set path to JUST this servlet|EP-M:HttpServletRequest:getRequestURI()|NONE
00168|92|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00168.java#L92"",""Github"")"|argument|incompatible argument for parameter arg0 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):cookieName|NONE
00168|92|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00168.java#L92"",""Github"")"|argument|incompatible argument for parameter arg1 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):rememberMeKey|NONE
00169|83|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00169.java#L83"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|cookie.setPath(request.getRequestURI()); // i.e., set path to JUST this servlet|EP-M:HttpServletRequest:getRequestURI()|NONE
00170|94|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00170.java#L94"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|cookie.setPath(request.getRequestURI()); // i.e., set path to JUST this servlet|EP-M:HttpServletRequest:getRequestURI()|NONE
00171|82|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00171.java#L82"",""Github"")"|argument|incompatible argument for parameter cmdarray of exec.|Process p = r.exec(args, argsEnv, new java.io.File(System.getProperty("user.dir")));|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):args|NONE
00171|82|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00171.java#L82"",""Github"")"|argument|incompatible argument for parameter envp of exec.|Process p = r.exec(args, argsEnv, new java.io.File(System.getProperty("user.dir")));|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):argsEnv|NONE
00171|82|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00171.java#L82"",""Github"")"|argument|incompatible argument for parameter dir of exec.|Process p = r.exec(args, argsEnv, new java.io.File(System.getProperty("user.dir")));|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):argsEnv|NONE
00172|67|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00172.java#L67"",""Github"")"|argument|incompatible argument for parameter cmdarray of exec.|Process p = r.exec(args, argsEnv, new java.io.File(System.getProperty("user.dir")));|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):args|NONE
00172|67|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00172.java#L67"",""Github"")"|argument|incompatible argument for parameter envp of exec.|Process p = r.exec(args, argsEnv, new java.io.File(System.getProperty("user.dir")));|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):argsEnv|NONE
00172|67|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00172.java#L67"",""Github"")"|argument|incompatible argument for parameter dir of exec.|Process p = r.exec(args, argsEnv, new java.io.File(System.getProperty("user.dir")));|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):argsEnv|NONE
00173|66|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00173.java#L66"",""Github"")"|argument|incompatible argument for parameter command of exec.|Process p = r.exec(cmd, argsEnv);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):cmd|NONE
00173|66|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00173.java#L66"",""Github"")"|argument|incompatible argument for parameter envp of exec.|Process p = r.exec(cmd, argsEnv);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):argsEnv|NONE
00174|63|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00174.java#L63"",""Github"")"|argument|incompatible argument for parameter command of exec.|Process p = r.exec(cmd, argsEnv);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):cmd|NONE
00174|63|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00174.java#L63"",""Github"")"|argument|incompatible argument for parameter envp of exec.|Process p = r.exec(cmd, argsEnv);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):argsEnv|NONE
00175|67|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00175.java#L67"",""Github"")"|argument|incompatible argument for parameter command of exec.|Process p = r.exec(cmd, argsEnv);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):cmd|NONE
00175|67|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00175.java#L67"",""Github"")"|argument|incompatible argument for parameter envp of exec.|Process p = r.exec(cmd, argsEnv);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):argsEnv|NONE
00176|63|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00176.java#L63"",""Github"")"|argument|incompatible argument for parameter command of exec.|Process p = r.exec(cmd + bar, argsEnv, new java.io.File(System.getProperty("user.dir")));|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):bar|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):cmd
00176|63|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00176.java#L63"",""Github"")"|argument|incompatible argument for parameter envp of exec.|Process p = r.exec(cmd + bar, argsEnv, new java.io.File(System.getProperty("user.dir")));|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):argsEnv|NONE
00176|63|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00176.java#L63"",""Github"")"|argument|incompatible argument for parameter dir of exec.|Process p = r.exec(cmd + bar, argsEnv, new java.io.File(System.getProperty("user.dir")));|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):argsEnv|NONE
00177|68|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00177.java#L68"",""Github"")"|argument|incompatible argument for parameter command of exec.|Process p = r.exec(cmd + bar, argsEnv, new java.io.File(System.getProperty("user.dir")));|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):cmd|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):bar
00177|68|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00177.java#L68"",""Github"")"|argument|incompatible argument for parameter envp of exec.|Process p = r.exec(cmd + bar, argsEnv, new java.io.File(System.getProperty("user.dir")));|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):argsEnv|NONE
00177|68|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00177.java#L68"",""Github"")"|argument|incompatible argument for parameter dir of exec.|Process p = r.exec(cmd + bar, argsEnv, new java.io.File(System.getProperty("user.dir")));|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):argsEnv|NONE
00178|90|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00178.java#L90"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|rememberMe.setPath(request.getRequestURI()); // i.e., set path to JUST this servlet|EP-M:HttpServletRequest:getRequestURI()|NONE
00178|92|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00178.java#L92"",""Github"")"|argument|incompatible argument for parameter arg0 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):cookieName|NONE
00178|92|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00178.java#L92"",""Github"")"|argument|incompatible argument for parameter arg1 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):rememberMeKey|NONE
00179|87|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00179.java#L87"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|rememberMe.setPath(request.getRequestURI()); // i.e., set path to JUST this servlet|EP-M:HttpServletRequest:getRequestURI()|NONE
00179|89|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00179.java#L89"",""Github"")"|argument|incompatible argument for parameter arg0 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):cookieName|NONE
00179|89|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00179.java#L89"",""Github"")"|argument|incompatible argument for parameter arg1 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):rememberMeKey|NONE
00180|92|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00180.java#L92"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|rememberMe.setPath(request.getRequestURI()); // i.e., set path to JUST this servlet|EP-M:HttpServletRequest:getRequestURI()|NONE
00180|94|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00180.java#L94"",""Github"")"|argument|incompatible argument for parameter arg0 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):cookieName|NONE
00180|94|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00180.java#L94"",""Github"")"|argument|incompatible argument for parameter arg1 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):rememberMeKey|NONE
00181|87|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00181.java#L87"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|rememberMe.setPath(request.getRequestURI()); // i.e., set path to JUST this servlet|EP-M:HttpServletRequest:getRequestURI()|NONE
00181|89|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00181.java#L89"",""Github"")"|argument|incompatible argument for parameter arg0 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):cookieName|NONE
00181|89|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00181.java#L89"",""Github"")"|argument|incompatible argument for parameter arg1 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):rememberMeKey|NONE
00182|106|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00182.java#L106"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|rememberMe.setPath(request.getRequestURI()); // i.e., set path to JUST this servlet|EP-M:HttpServletRequest:getRequestURI()|NONE
00182|108|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00182.java#L108"",""Github"")"|argument|incompatible argument for parameter arg0 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):cookieName|NONE
00182|108|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00182.java#L108"",""Github"")"|argument|incompatible argument for parameter arg1 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):rememberMeKey|NONE
00183|104|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00183.java#L104"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|rememberMe.setPath(request.getRequestURI()); // i.e., set path to JUST this servlet|EP-M:HttpServletRequest:getRequestURI()|NONE
00183|106|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00183.java#L106"",""Github"")"|argument|incompatible argument for parameter arg0 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):cookieName|NONE
00183|106|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00183.java#L106"",""Github"")"|argument|incompatible argument for parameter arg1 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):rememberMeKey|NONE
00184|90|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00184.java#L90"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|rememberMe.setPath(request.getRequestURI()); // i.e., set path to JUST this servlet|EP-M:HttpServletRequest:getRequestURI()|NONE
00184|92|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00184.java#L92"",""Github"")"|argument|incompatible argument for parameter arg0 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):cookieName|NONE
00184|92|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00184.java#L92"",""Github"")"|argument|incompatible argument for parameter arg1 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):rememberMeKey|NONE
00185|91|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00185.java#L91"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|rememberMe.setPath(request.getRequestURI()); // i.e., set path to JUST this servlet|EP-M:HttpServletRequest:getRequestURI()|NONE
00185|93|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00185.java#L93"",""Github"")"|argument|incompatible argument for parameter arg0 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):cookieName|NONE
00185|93|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00185.java#L93"",""Github"")"|argument|incompatible argument for parameter arg1 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):rememberMeKey|NONE
00186|106|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00186.java#L106"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|rememberMe.setPath(request.getRequestURI()); // i.e., set path to JUST this servlet|EP-M:HttpServletRequest:getRequestURI()|NONE
00186|108|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00186.java#L108"",""Github"")"|argument|incompatible argument for parameter arg0 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):cookieName|NONE
00186|108|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00186.java#L108"",""Github"")"|argument|incompatible argument for parameter arg1 of setAttribute.|request.getSession().setAttribute(cookieName, rememberMeKey);|L:doPost(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse):rememberMeKey|NONE
