"ID"|"Line"|"Link"|"Type"|"Message"|"Fixes"
00417|91|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00417.java#L91"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00418|87|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00418.java#L87"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00419|90|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00419.java#L90"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00420|85|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00420.java#L85"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00421|80|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00421.java#L80"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00422|85|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00422.java#L85"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00423|82|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00423.java#L82"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00461|84|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00461.java#L84"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
00461|85|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00461.java#L85"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00482|84|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00482.java#L84"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
00482|85|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00482.java#L85"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00483|89|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00483.java#L89"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
00483|90|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00483.java#L90"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00484|88|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00484.java#L88"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
00484|89|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00484.java#L89"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00485|85|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00485.java#L85"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00486|83|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00486.java#L83"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00487|88|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00487.java#L88"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00488|94|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00488.java#L94"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00489|89|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00489.java#L89"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00490|94|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00490.java#L94"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00491|76|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00491.java#L76"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00501|100|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00501.java#L100"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00502|91|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00502.java#L91"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00503|96|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00503.java#L96"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00504|84|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00504.java#L84"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00505|89|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00505.java#L89"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00506|105|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00506.java#L105"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00507|85|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00507.java#L85"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00560|98|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00560.java#L98"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
00560|99|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00560.java#L99"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00561|103|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00561.java#L103"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
00561|104|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00561.java#L104"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00562|112|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00562.java#L112"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
00562|113|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00562.java#L113"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00563|93|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00563.java#L93"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00564|95|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00564.java#L95"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00565|82|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00565.java#L82"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00566|84|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00566.java#L84"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00577|105|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00577.java#L105"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00578|101|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00578.java#L101"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00579|104|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00579.java#L104"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00580|102|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00580.java#L102"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00581|96|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00581.java#L96"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00582|101|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00582.java#L101"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00583|100|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00583.java#L100"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00584|102|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00584.java#L102"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00585|95|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00585.java#L95"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00652|84|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00652.java#L84"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
00652|85|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00652.java#L85"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00653|86|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00653.java#L86"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00654|92|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00654.java#L92"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00655|76|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00655.java#L76"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00660|84|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00660.java#L84"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00661|88|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00661.java#L88"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00662|90|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00662.java#L90"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00663|89|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00663.java#L89"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00664|103|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00664.java#L103"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00665|87|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00665.java#L87"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00666|86|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00666.java#L86"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00667|87|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00667.java#L87"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00702|88|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00702.java#L88"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
00702|89|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00702.java#L89"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00733|82|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00733.java#L82"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
00733|83|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00733.java#L83"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00734|100|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00734.java#L100"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00735|92|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00735.java#L92"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00736|75|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00736.java#L75"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00744|98|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00744.java#L98"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00745|88|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00745.java#L88"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00746|107|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00746.java#L107"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00747|87|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00747.java#L87"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00748|108|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00748.java#L108"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00749|85|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00749.java#L85"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00750|88|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00750.java#L88"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00751|89|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00751.java#L89"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00752|101|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00752.java#L101"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00753|84|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00753.java#L84"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00817|122|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00817.java#L122"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
00817|123|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00817.java#L123"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00818|105|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00818.java#L105"",""Github"")"|argument|incompatible argument for parameter domain of setDomain.|M:URL:getHost()
00818|106|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00818.java#L106"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00819|108|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00819.java#L108"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00820|91|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00820.java#L91"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00821|92|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00821.java#L92"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00828|111|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00828.java#L111"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00829|128|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00829.java#L128"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00830|108|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00830.java#L108"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
00831|124|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00831.java#L124"",""Github"")"|argument|incompatible argument for parameter uri of setPath.|M:HttpServletRequest:getRequestURI()
